,customer,state,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type
1786,KT91115,Oregon,4690,No,Premium,Bachelor,1/12/11,Employed,M,43367,Suburban,Divorced,118,6,20,0,1,Personal Auto,Personal L1,Offer2,Branch,1026,Four-Door Car,Medsize,A
1787,VZ64716,Oregon,11546,No,Extended,Master,2/26/11,Employed,M,81081,Rural,Married,96,32,34,1,2,Corporate Auto,Corporate L2,Offer4,Call Center,206,Four-Door Car,Medsize,A
1788,IU25463,California,12252,No,Premium,Bachelor,2/18/11,Unemployed,F,0,Suburban,Married,115,12,17,1,2,Personal Auto,Personal L2,Offer1,Agent,552,Four-Door Car,Medsize,A
1789,WK30175,Oregon,2672,No,Basic,Bachelor,2/10/11,Employed,M,52822,Suburban,Married,67,23,88,0,1,Corporate Auto,Corporate L1,Offer1,Branch,350,Two-Door Car,Small,A
1790,BJ58596,California,2486,No,Basic,High School or Below,2/24/11,Unemployed,F,0,Suburban,Single,72,22,55,0,1,Corporate Auto,Corporate L3,Offer2,Branch,518,Two-Door Car,Large,A
1791,ZC69696,Arizona,35440,No,Basic,College,2/16/11,Employed,F,74560,Suburban,Divorced,110,31,20,0,2,Personal Auto,Personal L3,Offer1,Branch,528,SUV,Medsize,A
1792,WU63862,Oregon,5420,No,Basic,College,1/10/11,Employed,M,31614,Urban,Single,71,26,69,0,4,Personal Auto,Personal L3,Offer2,Branch,234,Four-Door Car,Medsize,A
1793,RM42344,Oregon,2745,No,Basic,College,1/15/11,Employed,M,91757,Suburban,Married,69,29,58,1,1,Personal Auto,Personal L3,Offer2,Web,331,Four-Door Car,Medsize,A
1794,DM16101,Washington,4754,No,Basic,College,2/5/11,Employed,F,30886,Rural,Divorced,61,8,36,0,6,Special Auto,Special L2,Offer2,Agent,8,Four-Door Car,Medsize,A
1795,WQ46946,California,7914,No,Extended,College,2/9/11,Employed,F,77153,Urban,Married,99,3,27,1,5,Personal Auto,Personal L3,Offer1,Branch,355,Four-Door Car,Medsize,A
1796,JR22900,California,18484,No,Basic,College,2/11/11,Employed,F,36153,Urban,Married,117,27,6,1,2,Corporate Auto,Corporate L3,Offer2,Agent,323,Sports Car,Medsize,A
1797,OA96690,Oregon,7421,No,Extended,High School or Below,1/10/11,Employed,F,47406,Urban,Married,94,2,96,1,6,Personal Auto,Personal L3,Offer1,Agent,287,Four-Door Car,Medsize,A
1798,CO44659,Arizona,3337,No,Extended,Bachelor,1/13/11,Employed,F,43510,Urban,Married,83,8,75,0,1,Personal Auto,Personal L3,Offer3,Agent,238,Four-Door Car,Medsize,A
1799,OS54451,California,2627,No,Basic,Bachelor,2/11/11,Employed,M,31964,Rural,Married,67,30,90,0,1,Personal Auto,Personal L2,Offer2,Web,120,Four-Door Car,Medsize,A
1800,QB14114,Oregon,5275,No,Extended,High School or Below,1/13/11,Employed,F,81850,Urban,Single,132,1,75,0,1,Personal Auto,Personal L3,Offer1,Call Center,429,Sports Car,Medsize,A
1801,QK24293,Oregon,6265,Yes,Extended,Doctor,1/13/11,Unemployed,F,0,Suburban,Married,84,18,25,1,4,Corporate Auto,Corporate L1,Offer1,Agent,481,Four-Door Car,Medsize,A
1802,SJ86522,California,6827,No,Basic,High School or Below,1/12/11,Unemployed,M,0,Suburban,Single,102,5,26,0,9,Corporate Auto,Corporate L3,Offer2,Agent,956,SUV,Medsize,A
1803,FC10193,Washington,10620,No,Basic,College,1/28/11,Employed,F,35601,Urban,Single,69,34,15,0,2,Personal Auto,Personal L1,Offer3,Branch,249,Four-Door Car,Medsize,A
1804,BU27331,Arizona,4468,No,Basic,Bachelor,1/31/11,Unemployed,M,0,Suburban,Single,73,7,57,3,5,Personal Auto,Personal L3,Offer3,Call Center,579,Four-Door Car,Medsize,A
1805,SM10031,California,2933,No,Extended,Master,1/8/11,Unemployed,M,0,Suburban,Married,78,22,98,0,1,Personal Auto,Personal L3,Offer1,Branch,398,Four-Door Car,Medsize,A
1806,OH69760,Arizona,5181,No,Basic,College,2/2/11,Unemployed,F,0,Suburban,Married,70,4,64,0,7,Personal Auto,Personal L1,Offer1,Branch,336,Four-Door Car,Large,A
1807,IZ37104,California,2267,No,Basic,Doctor,1/26/11,Unemployed,M,0,Suburban,Married,61,3,67,0,1,Personal Auto,Personal L2,Offer4,Call Center,292,Four-Door Car,Medsize,A
1808,RA66180,Washington,2764,No,Basic,High School or Below,1/10/11,Employed,F,33837,Urban,Married,72,29,54,4,1,Corporate Auto,Corporate L2,Offer1,Branch,305,Two-Door Car,Medsize,A
1809,XU57332,California,8736,No,Basic,College,2/10/11,Employed,F,53173,Suburban,Single,112,30,57,0,4,Personal Auto,Personal L1,Offer1,Call Center,1169,SUV,Medsize,A
1810,NY91328,California,9029,No,Extended,Bachelor,2/2/11,Retired,F,16972,Suburban,Divorced,125,17,89,0,5,Personal Auto,Personal L3,Offer1,Agent,600,SUV,Large,A
1811,EK71077,California,11510,No,Basic,Bachelor,2/17/11,Unemployed,F,0,Suburban,Married,61,11,39,0,2,Corporate Auto,Corporate L1,Offer3,Agent,439,Four-Door Car,Medsize,A
1812,DY18947,Arizona,9152,No,Premium,High School or Below,2/21/11,Employed,F,60423,Rural,Married,114,23,44,0,9,Personal Auto,Personal L3,Offer1,Call Center,137,Four-Door Car,Medsize,A
1813,QA66968,California,6756,No,Extended,Bachelor,1/31/11,Employed,F,46879,Urban,Married,86,3,62,2,3,Personal Auto,Personal L3,Offer1,Agent,324,Four-Door Car,Medsize,A
1814,UM52895,California,13104,No,Basic,Bachelor,1/26/11,Employed,F,30130,Suburban,Married,110,22,12,0,2,Personal Auto,Personal L3,Offer1,Call Center,528,SUV,Small,A
1815,TV37646,California,4794,No,Basic,College,2/12/11,Employed,F,70012,Suburban,Married,119,22,33,0,1,Personal Auto,Personal L3,Offer4,Agent,755,SUV,Small,A
1816,JW24212,Oregon,3123,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L3,Offer1,Agent,960,SUV,Large,A
1817,BH11344,Oregon,2806,No,Basic,Doctor,2/17/11,Employed,F,37009,Rural,Single,71,1,45,0,1,Corporate Auto,Corporate L2,Offer1,Branch,145,Two-Door Car,Medsize,A
1818,VT34834,Nevada,4953,No,Basic,High School or Below,2/8/11,Unemployed,M,0,Suburban,Married,68,11,90,0,4,Personal Auto,Personal L1,Offer3,Branch,342,Four-Door Car,Small,A
1819,No35621,Arizona,2369,No,Basic,Bachelor,1/19/11,Employed,M,49746,Suburban,Single,61,5,88,0,1,Personal Auto,Personal L2,Offer2,Call Center,624,Two-Door Car,Small,A
1820,HT50748,Oregon,2779,No,Basic,Doctor,1/25/11,Employed,F,38893,Urban,Single,69,12,60,0,1,Personal Auto,Personal L3,Offer1,Branch,279,Two-Door Car,Medsize,A
1821,KS12490,Oregon,10594,No,Extended,High School or Below,1/19/11,Employed,M,64669,Suburban,Married,131,22,32,0,6,Personal Auto,Personal L3,Offer4,Call Center,628,Sports Car,Small,A
1822,NC98544,Nevada,25030,No,Extended,High School or Below,2/19/11,Employed,M,26292,Suburban,Married,80,1,81,2,2,Personal Auto,Personal L3,Offer3,Agent,384,Two-Door Car,Medsize,A
1823,PE32165,California,27934,No,Basic,High School or Below,2/17/11,Employed,F,76912,Rural,Married,116,0,55,2,2,Corporate Auto,Corporate L3,Offer4,Agent,169,Sports Car,Medsize,A
1824,YM24620,California,4505,No,Basic,Master,1/4/11,Employed,M,24790,Suburban,Married,113,4,39,0,1,Personal Auto,Personal L2,Offer3,Agent,767,SUV,Small,A
1825,JF19701,Arizona,4439,No,Basic,Bachelor,1/26/11,Employed,M,75453,Rural,Married,112,6,90,0,1,Special Auto,Special L3,Offer2,Web,163,SUV,Medsize,A
1826,ZN86559,California,5251,No,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Married,72,21,65,0,3,Personal Auto,Personal L3,Offer2,Web,345,Four-Door Car,Medsize,A
1827,HM22034,Nevada,5018,No,Basic,College,1/22/11,Unemployed,M,0,Suburban,Divorced,68,34,68,0,4,Personal Auto,Personal L1,Offer1,Agent,670,Four-Door Car,Medsize,A
1828,FM37864,California,3571,No,Extended,Bachelor,1/9/11,Employed,F,74931,Urban,Divorced,89,13,16,0,1,Personal Auto,Personal L2,Offer1,Agent,230,Two-Door Car,Large,A
1829,PG42834,Arizona,6292,No,Extended,Bachelor,2/2/11,Employed,F,26577,Rural,Married,79,9,40,0,7,Personal Auto,Personal L2,Offer3,Agent,73,Four-Door Car,Medsize,A
1830,LW77178,Oregon,15428,No,Extended,Bachelor,2/9/11,Employed,F,33879,Suburban,Married,98,16,82,0,2,Corporate Auto,Corporate L3,Offer1,Branch,470,Two-Door Car,Small,A
1831,QA22158,Arizona,7122,No,Extended,College,2/23/11,Employed,F,64571,Suburban,Divorced,89,34,91,0,6,Corporate Auto,Corporate L3,Offer1,Call Center,452,Four-Door Car,Small,A
1832,BT20606,Arizona,5837,No,Basic,Doctor,1/10/11,Employed,M,83308,Suburban,Married,73,3,81,1,7,Personal Auto,Personal L2,Offer3,Agent,419,Four-Door Car,Medsize,A
1833,WE77831,California,4778,No,Basic,Bachelor,1/21/11,Unemployed,M,0,Suburban,Divorced,73,8,17,2,9,Personal Auto,Personal L3,Offer2,Agent,350,Four-Door Car,Medsize,A
1834,YU35148,Washington,4749,No,Extended,Bachelor,1/10/11,Unemployed,F,0,Suburban,Married,123,33,35,0,1,Personal Auto,Personal L2,Offer3,Call Center,590,SUV,Medsize,A
1835,ZF84449,Oregon,3726,No,Basic,College,2/26/11,Unemployed,F,0,Suburban,Single,112,7,34,1,1,Special Auto,Special L1,Offer1,Agent,806,Sports Car,Medsize,A
1836,TY20016,Oregon,7980,No,Basic,Bachelor,1/20/11,Employed,M,72734,Urban,Married,66,7,96,0,2,Personal Auto,Personal L3,Offer4,Web,195,Two-Door Car,Large,A
1837,JG74360,Arizona,4558,No,Basic,College,2/2/11,Employed,M,37709,Suburban,Married,116,19,39,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,556,SUV,Medsize,A
1838,ON67674,California,2771,Yes,Basic,College,1/11/11,Employed,F,50071,Rural,Single,71,3,32,0,1,Personal Auto,Personal L2,Offer2,Agent,18,Two-Door Car,Medsize,A
1839,BR39076,California,7633,No,Basic,High School or Below,1/22/11,Unemployed,F,0,Suburban,Divorced,67,7,4,0,2,Personal Auto,Personal L3,Offer2,Agent,445,Four-Door Car,Medsize,A
1840,WP58340,Arizona,10963,Yes,Premium,High School or Below,2/8/11,Employed,M,55687,Suburban,Divorced,276,33,91,0,1,Personal Auto,Personal L2,Offer1,Agent,1324,Luxury SUV,Medsize,A
1841,QL59704,Arizona,23444,No,Basic,College,1/26/11,Employed,F,69906,Urban,Married,74,34,32,2,2,Corporate Auto,Corporate L3,Offer2,Branch,202,Four-Door Car,Medsize,A
1842,BZ65376,Arizona,8581,No,Extended,Bachelor,1/18/11,Medical Leave,M,27689,Suburban,Married,239,0,72,2,1,Personal Auto,Personal L2,Offer2,Web,2893,Luxury SUV,Medsize,A
1843,DE55857,Washington,2465,No,Basic,Bachelor,1/30/11,Employed,F,64997,Suburban,Single,63,7,99,1,1,Personal Auto,Personal L3,Offer2,Agent,383,Four-Door Car,Small,A
1844,FI61059,Oregon,4311,No,Basic,College,2/13/11,Unemployed,M,0,Suburban,Single,67,0,71,1,3,Personal Auto,Personal L3,Offer3,Call Center,482,Four-Door Car,Medsize,A
1845,BS13111,Arizona,6630,No,Basic,Bachelor,1/18/11,Unemployed,M,0,Urban,Divorced,66,20,53,0,2,Personal Auto,Personal L3,Offer1,Branch,315,Four-Door Car,Medsize,A
1846,DV38369,California,7261,No,Basic,Bachelor,1/26/11,Unemployed,M,0,Suburban,Single,101,7,19,0,4,Corporate Auto,Corporate L2,Offer3,Web,727,SUV,Medsize,A
1847,PA38372,Washington,9357,No,Premium,High School or Below,1/13/11,Employed,F,33060,Rural,Married,117,19,91,0,3,Personal Auto,Personal L2,Offer1,Branch,56,Four-Door Car,Medsize,A
1848,WV64743,Washington,13272,No,Basic,High School or Below,2/10/11,Unemployed,M,0,Suburban,Single,194,31,11,0,4,Personal Auto,Personal L3,Offer3,Call Center,1396,Luxury Car,Medsize,A
1849,ZV93969,Washington,4754,No,Extended,College,1/4/11,Unemployed,F,0,Suburban,Single,136,5,46,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,652,SUV,Medsize,A
1850,KM72781,Washington,9470,No,Extended,College,2/14/11,Employed,F,22514,Urban,Married,80,22,96,0,2,Personal Auto,Personal L3,Offer2,Call Center,203,Four-Door Car,Medsize,A
1851,JY27336,Oregon,8205,No,Basic,College,2/22/11,Employed,F,85840,Rural,Married,102,14,79,2,4,Corporate Auto,Corporate L3,Offer2,Agent,138,SUV,Medsize,A
1852,SA91515,California,3992,No,Basic,Bachelor,1/28/11,Unemployed,M,0,Suburban,Married,111,35,68,0,1,Personal Auto,Personal L1,Offer1,Call Center,700,SUV,Large,A
1853,FP17993,Arizona,5504,Yes,Basic,Bachelor,2/8/11,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Personal Auto,Personal L2,Offer1,Call Center,350,Four-Door Car,Medsize,A
1854,CD95333,California,5638,No,Basic,Bachelor,1/10/11,Employed,M,20920,Rural,Single,74,19,14,0,4,Personal Auto,Personal L1,Offer2,Branch,14,Two-Door Car,Medsize,A
1855,NJ15094,Washington,5345,No,Basic,Bachelor,2/18/11,Unemployed,F,0,Suburban,Married,72,6,67,0,8,Personal Auto,Personal L3,Offer1,Agent,345,Four-Door Car,Medsize,A
1856,NN99001,Arizona,6997,No,Extended,College,2/23/11,Employed,F,56940,Suburban,Married,87,11,10,0,9,Personal Auto,Personal L3,Offer2,Web,512,Four-Door Car,Small,A
1857,WE88728,Arizona,6670,No,Premium,High School or Below,1/2/11,Employed,F,56531,Suburban,Married,170,34,24,3,1,Corporate Auto,Corporate L3,Offer2,Web,816,SUV,Medsize,A
1858,IF18508,California,7950,No,Extended,High School or Below,1/25/11,Employed,F,70610,Rural,Single,99,2,11,0,3,Personal Auto,Personal L1,Offer4,Agent,240,Four-Door Car,Large,A
1859,TY59969,Arizona,2402,No,Basic,College,2/2/11,Employed,M,43246,Rural,Single,62,19,89,0,1,Personal Auto,Personal L2,Offer1,Agent,52,Four-Door Car,Medsize,A
1860,FD62224,Oregon,14641,No,Extended,College,1/21/11,Unemployed,F,0,Suburban,Single,133,24,46,0,2,Personal Auto,Personal L3,Offer1,Agent,1386,SUV,Medsize,A
1861,LT72149,Nevada,5619,Yes,Premium,High School or Below,1/26/11,Unemployed,M,0,Suburban,Married,153,25,5,0,1,Personal Auto,Personal L2,Offer2,Web,1027,SUV,Medsize,A
1862,ZG54759,California,2837,No,Basic,College,1/17/11,Employed,F,41408,Urban,Divorced,73,4,89,1,1,Corporate Auto,Corporate L2,Offer1,Branch,268,Four-Door Car,Medsize,A
1863,EW68125,California,4889,No,Basic,Bachelor,2/7/11,Employed,F,46819,Urban,Divorced,62,15,0,0,5,Personal Auto,Personal L2,Offer1,Agent,157,Four-Door Car,Large,A
1864,ZL17677,Washington,21480,No,Basic,Master,2/10/11,Medical Leave,F,15505,Suburban,Married,68,24,2,0,2,Personal Auto,Personal L2,Offer2,Agent,383,Two-Door Car,Large,A
1865,FX78218,California,2494,No,Basic,Doctor,2/12/11,Employed,M,45855,Rural,Married,62,0,26,1,1,Personal Auto,Personal L3,Offer3,Web,0,Four-Door Car,Large,A
1866,UL64533,Nevada,18975,No,Extended,High School or Below,1/22/11,Employed,M,65999,Urban,Married,237,1,14,0,6,Corporate Auto,Corporate L2,Offer2,Agent,615,Luxury SUV,Medsize,A
1867,KR25511,Washington,6005,Yes,Extended,High School or Below,1/12/11,Employed,M,26876,Suburban,Single,76,17,72,0,8,Corporate Auto,Corporate L2,Offer1,Agent,364,Four-Door Car,Medsize,A
1868,EU48798,Nevada,8160,No,Basic,College,2/21/11,Disabled,F,24980,Suburban,Divorced,71,34,14,0,2,Personal Auto,Personal L3,Offer2,Web,511,Two-Door Car,Medsize,A
1869,ZP27971,California,3803,No,Extended,High School or Below,1/1/11,Employed,M,26050,Suburban,Married,97,4,51,0,1,Personal Auto,Personal L3,Offer2,Branch,465,Four-Door Car,Small,A
1870,DI51103,Washington,2711,No,Basic,High School or Below,2/11/11,Unemployed,F,0,Suburban,Single,74,13,68,0,1,Personal Auto,Personal L1,Offer2,Call Center,355,Four-Door Car,Small,A
1871,JN96178,Oregon,3740,No,Basic,High School or Below,2/9/11,Unemployed,M,0,Suburban,Married,104,27,13,1,1,Personal Auto,Personal L2,Offer2,Agent,499,SUV,Large,A
1872,LY14355,Washington,2935,No,Basic,High School or Below,2/27/11,Employed,F,73847,Suburban,Married,73,34,51,1,1,Personal Auto,Personal L2,Offer2,Web,350,Two-Door Car,Small,A
1873,XO67536,California,2563,No,Basic,College,2/13/11,Disabled,F,10860,Suburban,Married,66,30,91,0,1,Personal Auto,Personal L3,Offer2,Call Center,316,Four-Door Car,Medsize,A
1874,YM44855,California,6570,No,Premium,Master,2/14/11,Employed,F,52951,Rural,Single,167,3,43,1,1,Personal Auto,Personal L1,Offer1,Branch,289,SUV,Small,A
1875,HI58196,Oregon,3161,No,Extended,College,1/18/11,Unemployed,M,0,Suburban,Single,92,16,56,0,1,Personal Auto,Personal L3,Offer2,Branch,897,Two-Door Car,Large,A
1876,TC99043,California,13736,Yes,Premium,Master,2/13/11,Disabled,F,16181,Suburban,Divorced,181,22,79,0,8,Personal Auto,Personal L2,Offer1,Web,1261,SUV,Medsize,A
1877,DR54244,California,2590,No,Basic,High School or Below,2/4/11,Unemployed,F,0,Suburban,Married,67,16,66,0,1,Personal Auto,Personal L3,Offer1,Call Center,321,Four-Door Car,Medsize,A
1878,IJ26642,Nevada,5107,Yes,Basic,Bachelor,1/26/11,Employed,F,35625,Urban,Married,65,10,56,1,3,Personal Auto,Personal L3,Offer2,Agent,288,Four-Door Car,Medsize,A
1879,VQ57815,Oregon,8828,No,Basic,Doctor,1/1/11,Employed,M,61246,Rural,Married,110,24,21,0,3,Personal Auto,Personal L2,Offer2,Branch,159,Sports Car,Medsize,A
1880,AD71478,Arizona,3430,No,Extended,High School or Below,2/10/11,Employed,M,54339,Rural,Married,86,10,52,0,1,Personal Auto,Personal L3,Offer4,Agent,10,Four-Door Car,Large,A
1881,VF21170,California,8613,No,Basic,Bachelor,1/19/11,Employed,F,37277,Urban,Married,109,24,27,1,9,Personal Auto,Personal L2,Offer1,Agent,417,SUV,Medsize,A
1882,TJ32609,California,8925,No,Basic,High School or Below,2/4/11,Employed,M,23860,Suburban,Married,114,25,57,1,3,Personal Auto,Personal L3,Offer2,Call Center,547,SUV,Small,A
1883,FY56083,Oregon,4719,No,Basic,Bachelor,2/13/11,Employed,M,37057,Rural,Married,61,5,48,1,6,Personal Auto,Personal L2,Offer1,Agent,47,Four-Door Car,Small,A
1884,NW30838,Nevada,3872,No,Basic,High School or Below,1/25/11,Unemployed,M,0,Suburban,Single,62,8,81,2,6,Corporate Auto,Corporate L3,Offer1,Call Center,503,Four-Door Car,Medsize,A
1885,EM27919,California,4458,Yes,Basic,Bachelor,1/2/11,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L3,Offer1,Agent,312,Four-Door Car,Medsize,A
1886,YE27183,Oregon,5913,No,Extended,Bachelor,2/28/11,Unemployed,M,0,Suburban,Single,91,13,89,0,4,Corporate Auto,Corporate L3,Offer3,Call Center,436,Four-Door Car,Medsize,A
1887,FB95288,California,64618,No,Extended,High School or Below,1/17/11,Unemployed,M,0,Suburban,Married,217,14,40,1,2,Personal Auto,Personal L3,Offer1,Branch,1562,Luxury Car,Small,A
1888,LR27773,California,5329,No,Basic,Bachelor,2/21/11,Employed,F,43671,Urban,Married,67,6,67,0,3,Corporate Auto,Corporate L2,Offer3,Agent,190,Four-Door Car,Medsize,A
1889,XJ96748,Arizona,27495,No,Extended,High School or Below,2/23/11,Employed,F,37931,Suburban,Married,99,8,31,0,2,Personal Auto,Personal L3,Offer2,Branch,475,Four-Door Car,Small,A
1890,ZX86243,Arizona,3278,No,Extended,Doctor,2/19/11,Employed,M,70247,Rural,Single,83,13,19,1,1,Personal Auto,Personal L2,Offer4,Call Center,141,Four-Door Car,Medsize,A
1891,EI32190,Arizona,6920,No,Extended,Doctor,1/6/11,Employed,M,67534,Rural,Married,87,2,55,2,5,Personal Auto,Personal L1,Offer1,Agent,104,Four-Door Car,Small,A
1892,TS81548,Oregon,5669,No,Basic,Master,1/13/11,Employed,F,43416,Suburban,Married,70,7,99,0,5,Personal Auto,Personal L3,Offer3,Branch,336,Four-Door Car,Medsize,A
1893,VN27419,Oregon,10083,Yes,Extended,High School or Below,2/19/11,Retired,F,11828,Suburban,Divorced,90,18,84,0,2,Personal Auto,Personal L2,Offer1,Agent,571,Four-Door Car,Large,A
1894,ZZ43513,California,13110,No,Basic,High School or Below,1/19/11,Employed,M,73597,Urban,Married,114,5,8,5,2,Personal Auto,Personal L2,Offer4,Agent,485,SUV,Medsize,A
1895,RN56430,Nevada,5443,No,Basic,High School or Below,2/15/11,Employed,F,41449,Suburban,Married,69,16,96,1,3,Personal Auto,Personal L1,Offer3,Branch,331,Two-Door Car,Medsize,A
1896,NW73460,Arizona,7777,No,Basic,High School or Below,1/7/11,Employed,F,46182,Rural,Married,65,23,27,0,2,Corporate Auto,Corporate L1,Offer2,Branch,2,Two-Door Car,Medsize,A
1897,MY64920,Oregon,9217,No,Basic,College,2/27/11,Employed,F,73259,Suburban,Married,115,7,31,0,4,Personal Auto,Personal L2,Offer4,Web,673,SUV,Medsize,A
1898,UL55837,Nevada,11130,No,Extended,Bachelor,1/25/11,Employed,F,42928,Suburban,Married,93,20,65,0,2,Personal Auto,Personal L3,Offer1,Call Center,651,Four-Door Car,Large,A
1899,EJ43595,California,4784,No,Basic,High School or Below,2/23/11,Unemployed,M,0,Suburban,Single,72,20,41,0,7,Corporate Auto,Corporate L2,Offer3,Web,779,Four-Door Car,Medsize,A
1900,OZ86942,California,5790,No,Basic,Bachelor,1/31/11,Employed,F,52443,Suburban,Married,73,0,47,1,4,Corporate Auto,Corporate L3,Offer2,Agent,350,Four-Door Car,Medsize,A
1901,EW17514,California,14435,Yes,Premium,Master,1/26/11,Employed,M,60880,Rural,Married,119,25,89,0,2,Personal Auto,Personal L2,Offer1,Agent,109,Two-Door Car,Medsize,A
1902,IQ63581,California,5066,No,Basic,Master,2/21/11,Employed,F,40215,Rural,Divorced,64,11,22,0,3,Personal Auto,Personal L2,Offer3,Branch,98,Four-Door Car,Medsize,A
1903,JL97265,Oregon,4611,No,Basic,Master,1/7/11,Unemployed,M,0,Suburban,Married,61,4,15,0,7,Personal Auto,Personal L3,Offer2,Web,292,Four-Door Car,Medsize,A
1904,IN15077,California,4807,No,Basic,High School or Below,1/4/11,Employed,M,99874,Urban,Married,119,7,42,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,307,Sports Car,Medsize,A
1905,TP12436,Oregon,5329,No,Basic,Master,2/2/11,Unemployed,F,0,Suburban,Divorced,72,18,39,0,4,Personal Auto,Personal L2,Offer2,Agent,345,Four-Door Car,Large,A
1906,FP59138,Oregon,13024,Yes,Extended,Master,1/31/11,Unemployed,M,0,Suburban,Single,125,6,61,0,2,Personal Auto,Personal L3,Offer1,Agent,900,SUV,Small,A
1907,DB71122,California,3515,No,Extended,Doctor,1/31/11,Medical Leave,F,15144,Urban,Married,90,2,71,0,1,Personal Auto,Personal L2,Offer3,Agent,372,Four-Door Car,Medsize,A
1908,SG46572,California,29830,No,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Divorced,102,10,85,0,2,Personal Auto,Personal L3,Offer2,Agent,489,Sports Car,Medsize,A
1909,VA65117,Oregon,7635,No,Basic,High School or Below,2/18/11,Unemployed,M,0,Suburban,Single,110,0,66,0,7,Personal Auto,Personal L1,Offer1,Branch,1138,SUV,Medsize,A
1910,AI85843,Arizona,6756,No,Extended,Master,1/6/11,Employed,F,33288,Urban,Married,86,1,27,2,9,Personal Auto,Personal L3,Offer1,Branch,221,Four-Door Car,Medsize,A
1911,XL66550,Oregon,7769,No,Basic,Bachelor,1/17/11,Employed,M,74365,Suburban,Divorced,193,11,85,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,926,Luxury Car,Small,A
1912,VH43367,California,2506,No,Basic,High School or Below,2/21/11,Employed,F,61402,Suburban,Married,63,14,56,2,1,Special Auto,Special L1,Offer1,Agent,302,Four-Door Car,Medsize,A
1913,NZ83890,California,5081,No,Basic,High School or Below,2/4/11,Unemployed,F,0,Rural,Married,69,17,76,0,7,Personal Auto,Personal L1,Offer3,Branch,93,Two-Door Car,Medsize,A
1914,XM11175,Arizona,5994,No,Extended,College,1/2/11,Unemployed,M,0,Suburban,Single,91,26,89,0,6,Personal Auto,Personal L1,Offer1,Web,655,Four-Door Car,Small,A
1915,OU24549,Nevada,8516,No,Basic,Bachelor,2/19/11,Employed,M,37573,Suburban,Married,112,3,21,3,3,Corporate Auto,Corporate L2,Offer1,Call Center,537,SUV,Medsize,A
1916,HO92982,California,8405,No,Basic,High School or Below,1/30/11,Employed,M,85355,Suburban,Married,71,34,47,2,2,Personal Auto,Personal L2,Offer2,Call Center,458,Two-Door Car,Small,A
1917,TC69546,Arizona,14376,No,Premium,College,2/26/11,Employed,M,70341,Rural,Married,179,11,43,0,3,Personal Auto,Personal L3,Offer4,Branch,253,SUV,Medsize,A
1918,LL45497,Washington,2487,No,Basic,College,2/2/11,Employed,F,67282,Suburban,Married,62,29,27,0,1,Personal Auto,Personal L2,Offer2,Web,297,Two-Door Car,Medsize,A
1919,JI94264,Arizona,10053,No,Extended,College,2/28/11,Disabled,M,16511,Suburban,Single,135,35,4,0,5,Personal Auto,Personal L3,Offer2,Agent,972,SUV,Large,A
1920,SD61306,Arizona,5216,No,Basic,High School or Below,1/23/11,Employed,M,60861,Rural,Married,66,8,82,0,4,Personal Auto,Personal L3,Offer4,Agent,65,Four-Door Car,Small,A
1921,OB97365,California,4045,No,Premium,High School or Below,2/4/11,Employed,F,77237,Rural,Single,102,6,84,0,1,Personal Auto,Personal L2,Offer4,Call Center,197,Four-Door Car,Medsize,A
1922,YV76240,Oregon,10677,No,Extended,College,1/4/11,Employed,F,45732,Urban,Married,134,22,56,0,9,Corporate Auto,Corporate L2,Offer1,Call Center,611,SUV,Large,A
1923,WF98532,California,3123,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L2,Offer1,Agent,960,SUV,Large,A
1924,KH53118,California,7505,No,Basic,Bachelor,2/26/11,Employed,F,44485,Rural,Married,62,5,74,0,2,Special Auto,Special L3,Offer1,Agent,79,Four-Door Car,Medsize,A
1925,ED65109,California,5207,No,Basic,College,1/7/11,Employed,F,81839,Rural,Married,65,23,39,1,4,Personal Auto,Personal L1,Offer1,Agent,74,Four-Door Car,Medsize,A
1926,KU56071,Oregon,4991,No,Basic,College,2/20/11,Employed,F,93416,Urban,Married,62,5,16,0,6,Personal Auto,Personal L1,Offer2,Call Center,246,Two-Door Car,Medsize,A
1927,VM84548,Washington,8819,Yes,Basic,High School or Below,1/10/11,Employed,M,99845,Suburban,Married,110,23,25,1,8,Personal Auto,Personal L2,Offer2,Branch,528,SUV,Medsize,A
1928,HH69970,California,6282,No,Extended,Bachelor,1/5/11,Employed,F,32311,Urban,Married,79,10,23,0,3,Corporate Auto,Corporate L3,Offer1,Agent,207,Four-Door Car,Large,A
